rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:57zQSScHq19ztrMnjWCPBI	Niack	Na Raba Toma Tapão	Niack / Ritmo dos Fluxos	1	1	25	642898	57zQSScHq19ztrMnjWCPBI
2	spotify:track:2WlZuBDgLfT7Kc0admhFdg	Luísa Sonza	BRABA	Universal Music Ltda.	1	5	83	389802	2WlZuBDgLfT7Kc0admhFdg
3	spotify:track:60wF0XnX7A0jVpDNA5v8vi	Vytinho NG, Bianca	Tudo no Sigilo	Vytinho Ng	3	8	83	367760	60wF0XnX7A0jVpDNA5v8vi
4	spotify:track:67mqU3FeErlvWwsxnMfvQo	MC Du Black, Delacruz	Tudo Aconteceu	Universal Music Ltda.	4	12	75	363311	67mqU3FeErlvWwsxnMfvQo
5	spotify:track:3Ghyp3X5Ua9ypHnBIgOObI	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	2	186	357283	3Ghyp3X5Ua9ypHnBIgOObI
6	spotify:track:7o9LwQmTuIDm4LyyHFIWul	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	4	4	151	338941	7o9LwQmTuIDm4LyyHFIWul
7	spotify:track:4DngRKOpRPrkbzImUB0zgh	Matheus & Kauan	Litrão - Ao Vivo Em Recife / 2020	Universal Music Ltda.	3	6	130	338838	4DngRKOpRPrkbzImUB0zgh
8	spotify:track:7Ac3BmqTQoLdAt7HtZyfgN	DENNIS, Mc Don Juan	Te Prometo	Sony Music Entertainment	8	13	122	337350	7Ac3BmqTQoLdAt7HtZyfgN
9	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	3	7	151	328226	3tc8Z4lGzOIwmIVftsxO6o
10	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	1	3	186	325655	3tv697PZNnaQN0Mn2zGhS5
11	spotify:track:0RaIjuKU5hudMteEXwr4RS	Jorge & Mateus	Ranking	Som Livre	5	9	95	321419	0RaIjuKU5hudMteEXwr4RS
12	spotify:track:3PfIrDoz19wz7qK7tYeu62	Dua Lipa	Don't Start Now	Warner Records	1	18	221	315644	3PfIrDoz19wz7qK7tYeu62
13	spotify:track:3WjSkl7VDWY1prwJw7dSG0	Zé Neto & Cristiano	Barzinho Aleatório - Ao Vivo	Som Livre	11	11	186	293741	3WjSkl7VDWY1prwJw7dSG0
14	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	6	10	221	292664	3J5Pu25BODMex4Jpy4l6FL
15	spotify:track:24Yi9hE78yPEbZ4kxyoXAI	SAINt JHN, Imanbek	Roses - Imanbek Remix	Columbia/B1 Recordings	8	24	102	287258	24Yi9hE78yPEbZ4kxyoXAI
16	spotify:track:7ju97lgwC2rKQ6wwsf9no9	Lady Gaga, Ariana Grande	Rain On Me (with Ariana Grande)	Interscope	1	30	18	272406	7ju97lgwC2rKQ6wwsf9no9
17	spotify:track:6NM06xgqxQ0HU5lxbt2JHi	Gusttavo Lima	Saudade Sua	Sony Music Entertainment	2	14	25	263916	6NM06xgqxQ0HU5lxbt2JHi
18	spotify:track:7eJMfftS33KTjuF7lTsMCx	Powfu, beabadoobee	death bed (coffee for your head)	Columbia	13	33	92	261772	7eJMfftS33KTjuF7lTsMCx
19	spotify:track:5LpLYzpV0HWKI2DlPmNywg	Wesley Safadão, Zé Neto & Cristiano	Despedida - Ao Vivo	Som Livre	15	15	67	244924	5LpLYzpV0HWKI2DlPmNywg
20	spotify:track:0SJtvFn4vqgJPscSbEPaql	Maiara & Maraisa, Dilsinho	Libera Ela - Ao Vivo	Som Livre	16	16	53	241777	0SJtvFn4vqgJPscSbEPaql
21	spotify:track:0VjIjW4GlUZAMYd2vXMi3b	The Weeknd	Blinding Lights	Republic Records	17	38	164	236621	0VjIjW4GlUZAMYd2vXMi3b
22	spotify:track:146Vb458Y5RbqEa0fYFPzm	Felipe Araújo	Mentira - Ao Vivo	Universal Music Ltda.	11	17	189	235955	146Vb458Y5RbqEa0fYFPzm
23	spotify:track:23zmMwD99ROi9yhxqMxWil	João Bosco & Vinicius, Matheus	Segunda Taça - Ao Vivo	João Bosco & Vinicius	20	20	109	223266	23zmMwD99ROi9yhxqMxWil
24	spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF	Gustavo Mioto	Com Ou Sem Mim - Ao Vivo	Universal Music Ltda.	5	23	200	222004	5L8ZEyIdZ2KE4Wf51SsuOF
25	spotify:track:1rgnBhdG2JDFTbYkYRZAku	Tones And I	Dance Monkey	Elektra (NEK)	5	36	260	219038	1rgnBhdG2JDFTbYkYRZAku
26	spotify:track:466cKvZn1j45IpxDdYZqdA	Drake	Toosie Slide	OVO	23	43	67	215304	466cKvZn1j45IpxDdYZqdA
27	spotify:track:2PWjKmjyTZeDpmOUa3a5da	Jorge & Mateus	Cheirosa - Ao Vivo	Som Livre	3	19	242	213186	2PWjKmjyTZeDpmOUa3a5da
28	spotify:track:4lKuzrdZrJuCAedbIslF3A	PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro	SENTADÃO	WM Brazil	2	28	200	211096	4lKuzrdZrJuCAedbIslF3A
29	spotify:track:2MOq63fxuFLYQM3CsDcFs1	GIULIA BE	menina solta	WM Brazil	10	41	245	208841	2MOq63fxuFLYQM3CsDcFs1
30	spotify:track:4p8pEdPYOQLzJUKYrLOacy	WC no Beat, PEDRO SAMPAIO, FP do Trem Bala	BALANÇA (feat. Pedro Sampaio)	Sony Music Entertainment	8	34	130	208304	4p8pEdPYOQLzJUKYrLOacy
