rank	uri	artist_names	track_name	source	peak_rank	previous_rank	weeks_on_chart	streams	ID
1	spotify:track:1vG3YuKRYqPwTmNmYgqkpg	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	1	8	6264549	1vG3YuKRYqPwTmNmYgqkpg
2	spotify:track:4HUZBG98TYbxSR9V1V2DWS	Thiaguinho MT, Mila, JS o Mão de Ouro	Tudo Ok	Sony Music Entertainment	2	2	5	5080114	4HUZBG98TYbxSR9V1V2DWS
3	spotify:track:4lKuzrdZrJuCAedbIslF3A	PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro	SENTADÃO	WM Brazil	2	3	10	4702179	4lKuzrdZrJuCAedbIslF3A
4	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	2	4	8	4311127	3tv697PZNnaQN0Mn2zGhS5
5	spotify:track:2bPtwnrpFNEe8N7Q85kLHw	Anitta, Lexa, Luísa Sonza, Rebecca	Combatchy (feat. MC Rebecca)	WM Brazil	1	5	11	4019117	2bPtwnrpFNEe8N7Q85kLHw
6	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	6	6	3	3908879	3tc8Z4lGzOIwmIVftsxO6o
7	spotify:track:63SHcJzckFykS8faA5zojY	MC Ingryd, DJ Henrique da VK	Vem Me Satisfazer	MC Ingryd	7	12	8	3758115	63SHcJzckFykS8faA5zojY
8	spotify:track:1rgnBhdG2JDFTbYkYRZAku	Tones And I	Dance Monkey	Elektra (NEK)	7	7	20	3608210	1rgnBhdG2JDFTbYkYRZAku
9	spotify:track:5F8ffc8KWKNawllr5WsW0r	Dadá Boladão, Tati Zaqui, OIK	Surtada - Remix Brega Funk	Sony Music Entertainment	1	8	18	3499758	5F8ffc8KWKNawllr5WsW0r
10	spotify:track:2Q9TaUXNM4mNSCgJjbmsJe	Zé Neto & Cristiano	Bebi Minha Bicicleta (Coração Falido) - Ao Vivo	Som Livre	7	9	9	3399346	2Q9TaUXNM4mNSCgJjbmsJe
11	spotify:track:2PWjKmjyTZeDpmOUa3a5da	Jorge & Mateus	Cheirosa - Ao Vivo	Som Livre	3	10	16	3365134	2PWjKmjyTZeDpmOUa3a5da
12	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	12	13	13	3174338	3J5Pu25BODMex4Jpy4l6FL
13	spotify:track:3GmJxfnUDrIs1iCfKUELFz	Marília Mendonça	Supera - Ao Vivo	Som Livre	1	11	24	3118414	3GmJxfnUDrIs1iCfKUELFz
14	spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF	Gustavo Mioto	Com Ou Sem Mim - Ao Vivo	Universal Music Ltda.	14	22	10	2990078	5L8ZEyIdZ2KE4Wf51SsuOF
15	spotify:track:1uryupl9hqVZYurJwH4G9k	Guilherme & Benuto	3 Batidas - Ao Vivo	Sony Music Entertainment	9	16	23	2791553	1uryupl9hqVZYurJwH4G9k
16	spotify:track:7vZqxuOvEwRHsGVaDykzpY	Os Parazim	Porta Mala	Os Parazim	15	17	6	2761151	7vZqxuOvEwRHsGVaDykzpY
17	spotify:track:2qD7VoDYcrAPY0cVEfpsR5	Anitta, Marília Mendonça	Some que ele vem atrás	WM Brazil	2	14	14	2613946	2qD7VoDYcrAPY0cVEfpsR5
18	spotify:track:2RMOwSvOGQyy985Vx4VSGQ	LUDMILLA, Topo La Maskara, Walshy Fire	Verdinha	WM Brazil	9	15	9	2588494	2RMOwSvOGQyy985Vx4VSGQ
19	spotify:track:3Uq45ipGutypFPmETfaoaH	MC Du Black, DJ 2F	Gaiola É o Troco	EP MIX Editora	1	18	27	2485218	3Uq45ipGutypFPmETfaoaH
20	spotify:track:2MOq63fxuFLYQM3CsDcFs1	GIULIA BE	menina solta	WM Brazil	15	23	17	2473586	2MOq63fxuFLYQM3CsDcFs1
21	spotify:track:5FFpRbsH9WDYNoLauRAHpj	MC Kevinho, Dadá Boladão, MC JottaPê	Paredão	WM Brazil	21	31	6	2471447	5FFpRbsH9WDYNoLauRAHpj
22	spotify:track:6QwFUcPc5nhsqZuhXUYtV7	Jorge & Mateus	Tijolão - Ao Vivo	Som Livre	1	20	36	2408119	6QwFUcPc5nhsqZuhXUYtV7
23	spotify:track:5dKesZwp6deuhEeW8F1UEi	Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro	Hit Contagiante	Tudo Nosso Produtora	2	19	27	2404408	5dKesZwp6deuhEeW8F1UEi
24	spotify:track:14kRWkCWBYfQqILflEcpSJ	Lexa, PEDRO SAMPAIO	Chama Ela (feat. Pedro Sampaio)	Som Livre	6	21	18	2378779	14kRWkCWBYfQqILflEcpSJ
25	spotify:track:034Wtb0MsgU2kIT7PWdi4c	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	24	24	3	2354664	034Wtb0MsgU2kIT7PWdi4c
26	spotify:track:6lK3nCiigk34SGqEjpQoqO	Maiara & Maraisa	Aí Eu Bebo - Ao Vivo	Som Livre	19	25	15	2300651	6lK3nCiigk34SGqEjpQoqO
27	spotify:track:6e8X0VVUO6BIZMnDvICDOR	Henrique & Juliano	Briga Feia - Ao Vivo	Virgin Music Label And Artist Services (S&D)	27	28	7	2236735	6e8X0VVUO6BIZMnDvICDOR
28	spotify:track:1U3tv41tFRgOfbytpuYQrR	Zé Neto & Cristiano	Ferida Curada	Som Livre	6	26	28	2190490	1U3tv41tFRgOfbytpuYQrR
29	spotify:track:4RC2nzqaQygxoVQOVv3XlT	Leo Santana, Anitta	Contatinho - Ao Vivo	Universal Music Ltda.	6	27	21	2155176	4RC2nzqaQygxoVQOVv3XlT
30	spotify:track:72xB2J9ZeBl0Rzxq2XmzdY	João Gustavo e Murilo, Analaga	Lençol Dobrado	WM Brazil	2	30	65	2098331	72xB2J9ZeBl0Rzxq2XmzdY
31	spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg	Dua Lipa	Don't Start Now	Warner Records	31	45	13	2092470	6WrI0LAC5M1Rw2MnX2ZvEg
32	spotify:track:7HLU2aJTAQfSIgJ2dMASsP	Mc Poze do Rodo, Dj Gabriel do Borel	To Voando Alto	Mc Poze do Rodo	20	29	10	2067320	7HLU2aJTAQfSIgJ2dMASsP
33	spotify:track:5q0NlM6Pm8Pp3orq7zGiRn	Matheus & Kauan, Jorge & Mateus	Quarta Cadeira - Ao Vivo	Universal Music Ltda.	10	32	45	1991457	5q0NlM6Pm8Pp3orq7zGiRn
34	spotify:track:17Ryox5vWKp92IDW87C5PI	Gusttavo Lima	Quem Traiu Levou - Ao Vivo	Sony Music Entertainment	16	49	20	1944706	17Ryox5vWKp92IDW87C5PI
35	spotify:track:5MArTXEVyKBwoodjdy04fk	Zé Felipe, Gusttavo Lima	Tiro Certo - Ao Vivo	Som Livre	20	33	33	1926620	5MArTXEVyKBwoodjdy04fk
36	spotify:track:1G60NjxeOS7veR1EXuKPaW	Gustavo Mioto	Fake News - Ao Vivo Em São Paulo / 2019	Universal Music Ltda.	20	51	39	1900683	1G60NjxeOS7veR1EXuKPaW
37	spotify:track:41L3O37CECZt3N7ziG2z7l	Justin Bieber	Yummy	RBMG/Def Jam	16	35	4	1898887	41L3O37CECZt3N7ziG2z7l
38	spotify:track:4k20Ie47EcWtS4wMBn8w8S	LUDMILLA, Leo Santana	Invocada (Participação especial de Léo Santana) - Ao vivo	WM Brazil	11	36	27	1896813	4k20Ie47EcWtS4wMBn8w8S
39	spotify:track:5fY9bVl1Wj4PIM3wnduWop	Marília Mendonça	Serenata - Ao Vivo	Som Livre	16	37	37	1888491	5fY9bVl1Wj4PIM3wnduWop
40	spotify:track:2PqPSf3gtTED79rWGwVtYg	Diego & Victor Hugo	Áudio - Ao Vivo em Brasília	Sony Music Entertainment	36	38	29	1866131	2PqPSf3gtTED79rWGwVtYg
41	spotify:track:7yYsyXQa2JgbyL9fkEiUNt	Pabllo Vittar	Amor de Que	Sony Music Entertainment	20	39	13	1824261	7yYsyXQa2JgbyL9fkEiUNt
42	spotify:track:3MkdA6vwF0ifRl86yzTlJW	Matuê	Kenny G	Sony Music Entertainment	7	42	21	1802665	3MkdA6vwF0ifRl86yzTlJW
43	spotify:track:5gvrBqNFFEWcxYPt3mamvJ	Luan Santana	quando a bad bater - ao vivo	Som Livre	1	40	31	1785833	5gvrBqNFFEWcxYPt3mamvJ
44	spotify:track:0CgMeXQiNYJxPVQ2EMJxdL	Mc Livinho, Mc Pedrinho	Se Prepara 2	GR6 Music	34	41	15	1743883	0CgMeXQiNYJxPVQ2EMJxdL
45	spotify:track:5n8Y78Pl5q8lqS7sJP61qw	Diego & Arnaldo	Relógio Parado (Ao Vivo)	Sony Music Entertainment	44	46	15	1732586	5n8Y78Pl5q8lqS7sJP61qw
46	spotify:track:4E6RdcCWMiHTu7zy1VTNDo	Marília Mendonça	Todo Mundo Vai Sofrer - Ao Vivo	Som Livre	1	44	37	1716327	4E6RdcCWMiHTu7zy1VTNDo
47	spotify:track:26WpOBpHiIMoBuMEIwtOCH	Pk, PK Delas	Quando a vontade bater (Participação especial de PK Delas)	WM Brazil	8	34	46	1696084	26WpOBpHiIMoBuMEIwtOCH
48	spotify:track:1MmS7UIy3J1BTxfGCRvVqN	Gusttavo Lima	Carreira Solo - Ao Vivo	Sony Music Entertainment	25	62	13	1689850	1MmS7UIy3J1BTxfGCRvVqN
49	spotify:track:31yFXM26dazFnWI2eoOM5R	MC G15, Mc Livinho	Ela Vem	GR6 Music	21	47	32	1622077	31yFXM26dazFnWI2eoOM5R
50	spotify:track:4UUtssVRs2aQTLQCAAtZg1	Jorge & Mateus	Mil Anos - Recorded At Mosh Studios, São Paulo	Som Livre	38	48	7	1559456	4UUtssVRs2aQTLQCAAtZg1
51	spotify:track:6toDZSoqG5QUitFsoxavRy	Vitão, Anitta	Complicado	Universal Music Ltda.	13	43	17	1531626	6toDZSoqG5QUitFsoxavRy
52	spotify:track:6V43u5SCjkfMpxMAXRPifr	MC JottaPê, DJ RD, MC M10	Sentou e Gostou	KondZilla	3	50	28	1465423	6V43u5SCjkfMpxMAXRPifr
53	spotify:track:2Fxmhks0bxGSBdJ92vM42m	Billie Eilish	bad guy	Darkroom/Interscope Records	30	88	44	1460985	2Fxmhks0bxGSBdJ92vM42m
54	spotify:track:6v3KW9xbzN5yKLt9YKDYA2	Shawn Mendes, Camila Cabello	Señorita	Island Records	2	53	32	1451675	6v3KW9xbzN5yKLt9YKDYA2
55	spotify:track:2TR917wkDeRvwTE5cSfZFf	Humberto & Ronaldo, Matheus & Kauan	Tchau Brigado - Ao Vivo	Humberto e Ronaldo	54	54	4	1427092	2TR917wkDeRvwTE5cSfZFf
56	spotify:track:159ntSAEWJ9zIMOSXmQ530	Luan Santana	choque térmico - ao vivo	Som Livre	14	55	23	1417656	159ntSAEWJ9zIMOSXmQ530
57	spotify:track:7Gk5OrMYaMRtT2JmgJVAfk	ANAVITÓRIA, Vitor Kley	Pupila	Universal Music Ltda.	16	52	30	1407519	7Gk5OrMYaMRtT2JmgJVAfk
58	spotify:track:6sRLrSetyIwIKhW1eMlUNP	Matheus & Kauan, Marília Mendonça	Vou Ter Que Superar - Ao Vivo	Universal Music Ltda.	2	56	45	1395795	6sRLrSetyIwIKhW1eMlUNP
59	spotify:track:6mdU8glNHYdBBj5DuKSL1B	Gusttavo Lima	Perrengue - Ao Vivo	Sony Music Entertainment	29	76	17	1378414	6mdU8glNHYdBBj5DuKSL1B
60	spotify:track:3WjSkl7VDWY1prwJw7dSG0	Zé Neto & Cristiano	Barzinho Aleatório - Ao Vivo	Som Livre	57	57	8	1372114	3WjSkl7VDWY1prwJw7dSG0
61	spotify:track:4lEw9Id7kLDSJ6KRdaenM9	Felipe Araújo	Espaçosa Demais - Ao Vivo	Universal Music Ltda.	13	58	69	1363228	4lEw9Id7kLDSJ6KRdaenM9
62	spotify:track:2kOmW169C7UV4SZDN9u0YO	Dj Guuga, Mc Livinho	Vidrado Em Você	GR6 Music	29	59	30	1347504	2kOmW169C7UV4SZDN9u0YO
63	spotify:track:4jGzR5Vri06Y5T9SxM7m5P	Xand Avião, Gusttavo Lima	Algo Mais (Amante) - Ao Vivo	Som Livre	14	60	37	1323887	4jGzR5Vri06Y5T9SxM7m5P
